ID,CVE-ID,CVSS-V3,CVSS-V2,SEVERITY,DESCRIPTION,CWE-ID,Operating_System,Software_Component,Version,Impact,Affected_Hardware,Network_Requirements,Affected_Protocols,Authentication_Required,Privileges_Required,User_Interaction_Required,Vendor
2156,CVE-2003-0166,,7.5,HIGH,"Integer signedness error in emalloc() function for PHP before 4.3.2 allow remote attackers to cause a denial of service (memory consumption) and possibly execute arbitrary code via negative arguments to functions such as (1) socket_recv, (2) socket_recvfrom, and possibly other functions.",NVD-CWE-Other,,PHP,before 4.3.2,denial of service (memory consumption) and possibly execute arbitrary code,,remote,,,,,
2157,CVE-2003-0167,,7.5,HIGH,"Multiple off-by-one buffer overflows in the IMAP capability for Mutt 1.3.28 and earlier, and Balsa 1.2.4 and earlier, allow a remote malicious IMAP server to cause a denial of service (crash) and possibly execute arbitrary code via a specially crafted mail folder, a different vulnerability than CVE-2003-0140.",NVD-CWE-Other,,,,,,,,,,,
2158,CVE-2003-0168,,7.5,HIGH,Buffer overflow in Apple QuickTime Player 5.x and 6.0 for Windows allows remote attackers to execute arbitrary code via a long QuickTime URL.,NVD-CWE-Other,Windows,Apple QuickTime Player,,,,,,,,,
2159,CVE-2003-0169,,5.0,MEDIUM,"hpnst.exe in the GoAhead-Webs webserver for HP Instant TopTools before 5.55 allows remote attackers to cause a denial of service (CPU consumption) via a request to hpnst.exe that calls itself, which causes an infinite loop.",NVD-CWE-Other,,GoAhead-Webs webserver for HP Instant TopTools,before 5.55,denial of service (CPU consumption),,remote,HTTP,,,,HP
2160,CVE-2003-0170,,10.0,HIGH,"Unknown vulnerability in ftpd in IBM AIX 5.2, when configured to use Kerberos 5 for authentication, allows remote attackers to gain privileges via unknown attack vectors.",NVD-CWE-Other,IBM AIX,ftpd,5.2,privilege escalation,,remote,FTP,Yes,,,IBM
2161,CVE-2003-0171,,7.2,HIGH,"DirectoryServices in MacOS X trusts the PATH environment variable to locate and execute the touch command, which allows local users to execute arbitrary commands by modifying the PATH to point to a directory containing a malicious touch program.",NVD-CWE-Other,MacOS X,DirectoryServices,,arbitrary commands execution,,local,,,user,yes,
2162,CVE-2003-0172,,7.5,HIGH,"Buffer overflow in openlog function for PHP 4.3.1 on Windows operating system, and possibly other OSes, allows remote attackers to cause a crash and possibly execute arbitrary code via a long filename argument.",NVD-CWE-Other,Windows,openlog function for PHP,4.3.1,crash and possibly execute arbitrary code,,remote,,,,,PHP
2163,CVE-2003-0173,,7.2,HIGH,"xfsdq in xfsdump does not create quota information files securely, which allows local users to gain root privileges.",NVD-CWE-Other,,xfsdq in xfsdump,,local users can gain root privileges,,local,,,,,
2164,CVE-2003-0174,,7.5,HIGH,"The LDAP name service (nsd) in IRIX 6.5.19 and earlier does not properly verify if the USERPASSWORD attribute has been provided by an LDAP server, which could allow attackers to log in without a password.",NVD-CWE-Other,,,,,,,,,,,
2165,CVE-2003-0175,,2.1,LOW,SGI IRIX before 6.5.21 allows local users to cause a denial of service (kernel panic) via a certain call to the PIOCSWATCH ioctl.,NVD-CWE-Other,SGI IRIX,PIOCSWATCH ioctl,before 6.5.21,denial of service (kernel panic),,local,,No,,No,SGI
2166,CVE-2003-0176,,5.0,MEDIUM,"The Name Service Daemon (nsd), when running on an NIS master on SGI IRIX 6.5.x through 6.5.20f, and possibly earlier versions, allows remote attackers to cause a denial of service (crash) via a UDP port scan.",NVD-CWE-Other,,,,,,,,,,,
2167,CVE-2003-0177,,4.6,MEDIUM,,NVD-CWE-Other,,,,,,,,,,,
2168,CVE-2003-0178,,10.0,HIGH,"Multiple buffer overflows in Lotus Domino Web Server before 6.0.1 allow remote attackers to cause a denial of service or execute arbitrary code via (1) the s_ViewName option in the PresetFields parameter for iNotes, (2) the Foldername option in the PresetFields parameter for iNotes, or (3) a long Host header, which is inserted into a long Location header and used during a redirect operation.",NVD-CWE-Other,,Lotus Domino Web Server,before 6.0.1,"denial of service, arbitrary code execution",,remote,HTTP,,,,Lotus
2169,CVE-2003-0179,,7.5,HIGH,"Buffer overflow in the COM Object Control Handler for Lotus Domino 6.0.1 and earlier allows remote attackers to execute arbitrary code via multiple attack vectors, as demonstrated using the InitializeUsingNotesUserName method in the iNotes ActiveX control.",NVD-CWE-Other,,Lotus Domino,6.0.1 and earlier,arbitrary code execution,,remote,,,,,Lotus
2170,CVE-2003-0180,,5.0,MEDIUM,"Lotus Domino Web Server (nhttp.exe) before 6.0.1 allows remote attackers to cause a denial of service via an incomplete POST request, as demonstrated using the h_PageUI form.",NVD-CWE-Other,Windows,Lotus Domino Web Server (nhttp.exe),before 6.0.1,denial of service,,remote,HTTP,,,No,Lotus
2171,CVE-2003-0181,,5.0,MEDIUM,,NVD-CWE-Other,Windows,Lotus Domino Web Server,before 6.0.1,denial of service,,remote,HTTP,,,No,Lotus
2172,CVE-2003-0187,,5.0,MEDIUM,"The connection tracking core of Netfilter for Linux 2.4.20, with CONFIG_IP_NF_CONNTRACK enabled or the ip_conntrack module loaded, allows remote attackers to cause a denial of service (resource consumption) due to an inconsistency with Linux 2.4.20's support of linked lists, which causes Netfilter to fail to identify connections with an UNCONFIRMED status and use large timeouts.",NVD-CWE-Other,Linux,connection tracking core of Netfilter,2.4.20,denial of service (resource consumption),,remote,,,,,
2173,CVE-2003-0188,,7.2,HIGH,"lv reads a .lv file from the current working directory, which allows local users to execute arbitrary commands as other lv users by placing malicious .lv files into other directories.",NVD-CWE-Other,,,,,,,,,,,
2174,CVE-2003-0189,,5.0,MEDIUM,"The authentication module for Apache 2.0.40 through 2.0.45 on Unix does not properly handle threads safely when using the crypt_r or crypt functions, which allows remote attackers to cause a denial of service (failed Basic authentication with valid usernames and passwords) when a threaded MPM is used.",NVD-CWE-Other,,,,,,,,,,,
2175,CVE-2003-0190,,5.0,MEDIUM,"OpenSSH-portable (OpenSSH) 3.6.1p1 and earlier with PAM support enabled immediately sends an error message when a user does not exist, which allows remote attackers to determine valid usernames via a timing attack.",NVD-CWE-Other,,OpenSSH-portable (OpenSSH),3.6.1p1 and earlier,determine valid usernames,,remote,SSH,Yes,,No,
2176,CVE-2003-0192,,6.4,MEDIUM,,NVD-CWE-Other,,,,,,,,,,,
2177,CVE-2003-0193,,2.1,LOW,,NVD-CWE-Other,,msxlsview.sh in xlsview for catdoc,0.91 and earlier,overwrite arbitrary files,,local,,,,,catdoc
2178,CVE-2003-0194,,4.6,MEDIUM,tcpdump does not properly drop privileges to the pcap user when starting up.,NVD-CWE-Other,,,,,,,,,,,
2179,CVE-2003-0195,,5.0,MEDIUM,"CUPS before 1.1.19 allows remote attackers to cause a denial of service via a partial printing request to the IPP port (631), which does not time out.",NVD-CWE-Other,,CUPS,before 1.1.19,denial of service,,remote,IPP,,,,
2180,CVE-2003-0196,,10.0,HIGH,"Multiple buffer overflows in Samba before 2.2.8a may allow remote attackers to execute arbitrary code or cause a denial of service, as discovered by the Samba team and a different vulnerability than CVE-2003-0201.",NVD-CWE-Other,,Samba,before 2.2.8a,"arbitrary code execution, denial of service",,remote,,,,,Samba team
2181,CVE-2003-0197,,7.2,HIGH,Buffer overflow gds_lock_mgr of Interbase Database 6.x allows local users to gain privileges via a long ISC_LOCK_ENV environment variable (INTERBASE_LOCK).,NVD-CWE-Other,,,,,,,,,,,
2182,CVE-2003-0198,,6.4,MEDIUM,Mac OS X before 10.2.5 allows guest users to modify the permissions of the DropBox folder and read unauthorized files.,NVD-CWE-Other,Mac OS X,DropBox folder,before 10.2.5,"modify permissions, read unauthorized files",,,,No,,,
2183,CVE-2003-0201,,10.0,HIGH,"Buffer overflow in the call_trans2open function in trans2.c for Samba 2.2.x before 2.2.8a, 2.0.10 and earlier 2.0.x versions, and Samba-TNG before 0.3.2, allows remote attackers to execute arbitrary code.",NVD-CWE-Other,,,,,,,,,,,
2184,CVE-2003-0202,,4.6,MEDIUM,The (1) halstead and (2) gather_stats scripts in metrics 1.0 allow local users to overwrite arbitrary files via a symlink attack on temporary files.,NVD-CWE-Other,,halstead and gather_stats scripts,1.0,arbitrary file overwrite,,local,,,,,
2185,CVE-2003-0203,,7.5,HIGH,Buffer overflow in moxftp 2.2 and earlier allows remote malicious FTP servers to execute arbitrary code via a long FTP banner.,NVD-CWE-Other,,moxftp,2.2 and earlier,arbitrary code execution,,remote,FTP,,,,
2186,CVE-2003-0204,,7.5,HIGH,"KDE 2 and KDE 3.1.1 and earlier 3.x versions allows attackers to execute arbitrary commands via (1) PostScript (PS) or (2) PDF files, related to missing -dPARANOIDSAFER and -dSAFER arguments when using the kghostview Ghostscript viewer.",NVD-CWE-Other,,,,,,,,,,,
2187,CVE-2003-0205,,7.5,HIGH,gkrellm-newsticker gkrellm plugin before 0.3-3.1 allows remote attackers to execute arbitrary commands via shell metacharacters in the ticker title of a URI.,NVD-CWE-Other,,,,,,,,,,,
2188,CVE-2003-0206,,5.0,MEDIUM,gkrellm-newsticker gkrellm plugin before 0.3-3.1 allows remote attackers to cause a denial of service (crash) via (1) link or (2) title elements that contain multiple lines.,NVD-CWE-Other,,gkrellm-newsticker gkrellm plugin,before 0.3-3.1,denial of service (crash),,remote,,,,,
2189,CVE-2003-0207,,2.1,LOW,"ps2epsi creates insecure temporary files when calling ghostscript, which allows local attackers to overwrite arbitrary files.",NVD-CWE-Other,,ps2epsi,,arbitrary file overwrite,,local,,,,,
2190,CVE-2003-0208,,4.3,MEDIUM,Cross-site scripting (XSS) vulnerability in Macromedia Flash ad user tracking capability allows remote attackers to insert arbitrary Javascript via the clickTAG field.,NVD-CWE-Other,,Macromedia Flash,,arbitrary Javascript execution,,remote,,,,Yes,Macromedia
2191,CVE-2003-0209,,10.0,HIGH,"Integer overflow in the TCP stream reassembly module (stream4) for Snort 2.0 and earlier allows remote attackers to execute arbitrary code via large sequence numbers in packets, which enable a heap-based buffer overflow.",NVD-CWE-Other,,TCP stream reassembly module (stream4) for Snort,2.0 and earlier,arbitrary code execution,,remote,TCP,,,,
2192,CVE-2003-0210,,7.5,HIGH,Buffer overflow in the administration service (CSAdmin) for Cisco Secure ACS before 3.1.2 allows remote attackers to cause a denial of service and possibly execute arbitrary code via a long user parameter to port 2002.,NVD-CWE-Other,,Cisco Secure ACS,before 3.1.2,"denial of service, arbitrary code execution",,remote,2002,,,,Cisco
2193,CVE-2003-0211,,5.0,MEDIUM,Memory leak in xinetd 2.3.10 allows remote attackers to cause a denial of service (memory consumption) via a large number of rejected connections.,NVD-CWE-Other,,xinetd,2.3.10,denial of service (memory consumption),,remote,,,,,
2194,CVE-2003-0212,,7.5,HIGH,"handleAccept in rinetd before 0.62 does not properly resize the connection list when it becomes full and sets an array index incorrectly, which allows remote attackers to cause a denial of service and possibly execute arbitrary code via a large number of connections.",NVD-CWE-Other,,rinetd,before 0.62,"denial of service, possibly arbitrary code execution",,remote,,,,,
2195,CVE-2003-0213,,7.5,HIGH,"ctrlpacket.c in PoPToP PPTP server before 1.1.4-b3 allows remote attackers to cause a denial of service via a length field of 0 or 1, which causes a negative value to be fed into a read operation, leading to a buffer overflow.",NVD-CWE-Other,,ctrlpacket.c in PoPToP PPTP server,before 1.1.4-b3,denial of service,,remote,PPTP,,,,PoPToP
2196,CVE-2003-0214,,4.6,MEDIUM,run-mailcap in mime-support 3.22 and earlier allows local users to overwrite arbitrary files via a symlink attack on temporary files.,NVD-CWE-Other,,run-mailcap in mime-support,3.22 and earlier,overwrite arbitrary files,,local,,No,user,,
2197,CVE-2003-0215,,7.5,HIGH,"SQL injection vulnerability in bttlxeForum 2.0 beta 3 and earlier allows remote attackers to bypass authentication via the (1) username and (2) password fields, and possibly other fields.",NVD-CWE-Other,,bttlxeForum,2.0 beta 3 and earlier,bypass authentication,,remote,,Yes,,,
2198,CVE-2003-0216,,9.3,HIGH,Unknown vulnerability in Cisco Catalyst 7.5(1) allows local users to bypass authentication and gain access to the enable mode without a password.,CWE-287,,Cisco Catalyst,7.5(1),access to the enable mode,Catalyst,local,,Yes,,,Cisco
2199,CVE-2003-0216,,9.3,HIGH,Unknown vulnerability in Cisco Catalyst 7.5(1) allows local users to bypass authentication and gain access to the enable mode without a password.,NVD-CWE-noinfo,,Cisco Catalyst,7.5(1),access to the enable mode,Catalyst,local,,Yes,,,Cisco
2200,CVE-2003-0217,,6.8,MEDIUM,Cross-site scripting (XSS) vulnerability in Neoteris Instant Virtual Extranet (IVE) 3.01 and earlier allows remote attackers to insert arbitrary web script and bypass authentication via a certain CGI script.,NVD-CWE-Other,,Neoteris Instant Virtual Extranet (IVE),3.01 and earlier,"arbitrary web script execution, bypass authentication",,remote,,,,,Neoteris
2201,CVE-2003-0218,,7.5,HIGH,Buffer overflow in PostMethod() function for Monkey HTTP Daemon (monkeyd) 0.6.1 and earlier allows remote attackers to execute arbitrary code via a POST request with a large body.,CWE-119,,Monkey HTTP Daemon,0.6.1 and earlier,arbitrary code execution,,remote,HTTP,,,,
2202,CVE-2003-0219,,7.5,HIGH,Kerio Personal Firewall (KPF) 2.1.4 and earlier allows remote attackers to execute administrator commands by sniffing packets from a valid session and replaying them against the remote administration server.,NVD-CWE-Other,,Kerio Personal Firewall,2.1.4 and earlier,code execution,,remote,,No,administrator,No,Kerio
2203,CVE-2003-0220,,7.5,HIGH,Buffer overflow in the administrator authentication process for Kerio Personal Firewall (KPF) 2.1.4 and earlier allows remote attackers to execute arbitrary code via a handshake packet.,NVD-CWE-Other,,Kerio Personal Firewall,2.1.4 and earlier,arbitrary code execution,,remote,,Yes,,,Kerio
2204,CVE-2003-0221,,7.2,HIGH,The (1) dupatch and (2) setld utilities in HP Tru64 UNIX 5.1B PK1 and earlier allows local users to overwrite files and possibly gain root privileges via a symlink attack.,NVD-CWE-Other,HP Tru64 UNIX,dupatch and setld utilities,5.1B PK1 and earlier,overwrite files and possibly gain root privileges,,local,,,,,HP
2205,CVE-2003-0222,,9.0,HIGH,,CWE-119,,,,,,,,,,,
2206,CVE-2003-0223,,6.8,MEDIUM,"Cross-site scripting vulnerability (XSS) in the ASP function responsible for redirection in Microsoft Internet Information Server (IIS) 4.0, 5.0, and 5.1 allows remote attackers to embed a URL containing script in a redirection message.",NVD-CWE-Other,,,,,,,,,,,
2207,CVE-2003-0224,,10.0,HIGH,,NVD-CWE-Other,Windows,ssinc.dll for Microsoft Internet Information Services (IIS),5.0,arbitrary code execution,,local,HTTP,,,Yes,Microsoft
2208,CVE-2003-0225,,5.0,MEDIUM,"The ASP function Response.AddHeader in Microsoft Internet Information Server (IIS) 4.0 and 5.0 does not limit memory requests when constructing headers, which allow remote attackers to generate a large header to cause a denial of service (memory consumption) with an ASP page.",NVD-CWE-Other,Windows,ASP function Response.AddHeader in Microsoft Internet Information Server (IIS),4.0 and 5.0,denial of service (memory consumption),,remote,,,,No,Microsoft
